Unique donor ID,Total donations in 2017,Total donations in 2018,Total donations in 2019,Total donations in 2020,Total donations in 2021,Totan donations in 2022,Total donations in 2023,Amount of first donation,Date of first donation,Was their first donation an automatically-recurring transaction?,Amount of last donation,Date of last donation,Year with the most dollars donated,Highest amount donated in one year
0031Y000060mMu4QAE,$0.00,$0.00,$0.00,$10.00,$0.00,$0.00,$0.00,$10.00,2/19/2020,0,$10.00,2/19/2020,2020,$10.00
0031Y00005wmTjuQAE,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/22/2019,0,$50.00,12/22/2019,2019,$50.00
0031Y00005inZdBQAU,$0.00,$69.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.99,1/11/2019,0,$62.52,1/11/2019,2018,$68.51
0031Y000054J9tkQAC,$37.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.70,1/19/2018,0,$36.70,1/19/2018,2017,$36.70
0031Y00005WUK8MQAX,$0.00,$138.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.84,12/5/2018,0,$102.72,12/27/2018,2018,$137.53
0031Y000054J9tnQAC,$16.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.95,12/14/2017,0,$15.95,12/14/2017,2017,$15.95
0031Y00004rJnJHQA0,$180.00,$300.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,11/4/2017,1,$10.00,6/4/2018,2018,$300.00
0031Y000060mSY2QAM,$0.00,$0.00,$0.00,$240.00,$240.00,$180.00,$0.00,$20.00,2/23/2020,1,$20.00,10/23/2022,2020,$240.00
0031Y00004rJnQmQAK,$200.00,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,11/4/2017,0,$20.00,11/26/2018,2017,$200.00
0031Y000054J9uPQAS,$527.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$527.16,12/30/2017,0,$527.16,12/30/2017,2017,$527.16
0031Y00005inZekQAE,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,11/26/2018,0,$250.00,11/26/2018,2018,$250.00
0031Y00005jlP87QAE,$0.00,$0.00,$300.00,$0.00,$0.00,$0.00,$0.00,$100.00,6/16/2019,0,$100.00,6/16/2019,2019,$300.00
0031Y00005WVZ8PQAX,$0.00,$680.00,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$400.00,12/21/2018,0,$500.00,12/3/2019,2019,"$1,500.00"
0031Y00005WVZ8TQAX,$0.00,"$4,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,12/21/2018,0,$600.00,1/24/2019,2018,"$4,800.00"
0031Y000054GVmIQAW,"$1,000.00","$1,000.00","$34,859.00","$12,131.25","$40,000.00","$20,000.00",$0.00,"$1,000.00",1/23/2018,0,"$10,000.00",4/18/2022,2021,"$40,000.00"
0031Y000060mqUmQAI,$0.00,$0.00,$0.00,"$3,000.00","$3,000.00","$3,000.00","$3,200.00",$250.00,2/26/2020,1,$350.00,4/10/2024,2023,"$3,200.00"
0031Y000054J9zgQAC,"$4,918.00",$0.00,"$6,873.00","$7,948.44",$0.00,$0.00,$0.00,"$4,918.00",6/24/2017,0,"$7,948.44",9/30/2020,2020,"$7,948.44"
0031Y00005jlTMtQAM,$0.00,$0.00,$783.00,$0.00,$0.00,$0.00,$0.00,$23.00,6/17/2019,0,$360.00,1/23/2020,2019,$783.00
0031Y00005wtfSPQAY,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$10.00,12/23/2019,0,$10.00,12/23/2019,2019,$20.00
0031Y00005inZfjQAE,$0.00,$105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$104.60,2/16/2018,0,$104.60,2/16/2018,2018,$104.60
0031Y000054GX8aQAG,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,1/23/2018,0,$50.00,1/23/2018,2017,$100.00
0031Y00005WUSyPQAX,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/7/2018,0,$50.00,12/7/2018,2018,$50.00
0031Y00005wubX9QAI,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,$25.00,12/23/2019,0,$25.00,12/23/2019,2019,$25.00
0031Y00005WUTVgQAP,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,12/8/2018,0,$5.00,12/8/2018,2018,$5.00
0031Y00005wunNzQAI,$0.00,$0.00,$100.00,$305.00,$860.00,$0.00,$0.00,$100.00,12/23/2019,0,$100.00,12/23/2021,2021,$860.00
0031Y000054GYKFQA4,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,2/6/2018,0,$1.00,2/6/2018,2018,$1.00
0031Y000060mvb6QAA,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$20.00,1/22/2020,0,$20.00,1/22/2020,2019,$20.00
0031Y000060mvb7QAA,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$0.00,$20.00,1/23/2020,0,$20.00,1/23/2020,2019,$20.00
0031Y000054GYLnQAO,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,2/7/2018,0,$10.00,2/7/2018,2018,$10.00
0031Y00005inZhAQAU,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,11/13/2018,0,$100.00,11/13/2018,2018,$100.00
0031Y00005ippNcQAI,$0.00,$0.00,$880.00,"$1,320.00","$1,320.00","$1,210.00","$1,320.00",$100.00,6/3/2019,1,$110.00,5/3/2024,2020,"$1,320.00"
0031Y00005iprC1QAI,$0.00,$0.00,$55.00,$0.00,$0.00,$0.00,$0.00,$50.00,6/3/2019,0,$5.00,6/3/2019,2019,$55.00
0031Y000054GbA1QAK,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,2/7/2018,0,$50.00,2/7/2018,2018,$50.00
0031Y00004rKAafQAG,$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,11/11/2017,0,$20.00,12/18/2017,2017,$40.00
0031Y00005wvObkQAE,$0.00,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$5.00,12/23/2019,0,$5.00,12/23/2019,2019,$5.00
0031Y00005wvbATQAY,$0.00,$0.00,$74.00,$250.00,$60.00,$0.00,$0.00,$74.22,12/23/2019,0,$60.00,12/24/2021,2020,$250.00
0031Y00004rKBvUQAW,$45.00,$180.00,$45.00,$0.00,$0.00,$0.00,$0.00,$15.00,11/13/2017,1,$15.00,4/13/2019,2018,$180.00
0031Y000060mvnzQAA,$0.00,$0.00,$13.00,$0.00,$0.00,$0.00,$0.00,$13.01,1/13/2020,0,$13.01,1/13/2020,2019,$13.01
0031Y00006Gy6VWQAZ,$0.00,$0.00,$0.00,"$6,500.00",$0.00,$0.00,$0.00,"$6,500.00",12/30/2020,0,"$6,500.00",12/30/2020,2020,"$6,500.00"
0031Y00005wvpj1QAA,$0.00,$0.00,$100.00,$150.00,$0.00,$0.00,$0.00,$50.00,12/20/2019,1,$50.00,4/20/2020,2020,$150.00
0031Y00004rKDqnQAG,$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,11/13/2017,0,$40.00,11/13/2017,2017,$40.00
0031Y000062HS4cQAG,$0.00,$0.00,$40.00,$400.00,$0.00,$0.00,$0.00,$40.00,1/28/2020,0,$40.00,11/28/2020,2020,$400.00
0031Y000054JA1wQAG,$30.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,11/28/2017,0,$20.00,12/15/2017,2017,$30.00
0031Y000062HS5dQAG,$0.00,$0.00,$25.00,$300.00,$175.00,$0.00,$0.00,$25.00,1/30/2020,0,$25.00,8/30/2021,2020,$300.00
0031Y00005inZjyQAE,$0.00,"$16,667.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$16,666.67",12/28/2018,0,"$16,666.67",12/28/2018,2018,"$16,666.67"
0031Y000062HS5rQAG,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,1/20/2020,0,$100.00,1/20/2020,2019,$100.00
0031Y00005WUW4XQAX,$0.00,$2.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.50,12/10/2018,0,$1.50,12/10/2018,2018,$1.50
0031Y000054JA2IQAW,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00,11/25/2017,0,$50.00,12/8/2017,2017,$250.00
0031Y00004wbXnvQAE,"$1,332.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,11/13/2017,0,$13.12,11/15/2017,2017,"$1,331.62"
0031Y000054GpyAQAS,$0.00,$28.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.93,2/12/2018,0,$27.93,2/12/2018,2018,$27.93
0031Y00005WVcUQQA1,$0.00,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,12/28/2018,0,$500.00,12/28/2018,2018,$500.00
0031Y00005WVcy4QAD,$0.00,$800.00,$0.00,"$1,200.00",$0.00,$0.00,$0.00,$800.00,12/28/2018,0,"$1,200.00",12/31/2020,2020,"$1,200.00"
0031Y00004wbcwzQAA,$13.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.07,11/14/2017,0,$13.07,11/14/2017,2017,$13.07
0031Y00005wxP9QQAU,$0.00,$0.00,$30.00,$0.00,$0.00,$119.05,$31.00,$30.00,12/24/2019,0,$31.00,3/6/2023,2022,$119.05
0031Y00005WUZ3hQAH,$0.00,$28.00,$110.00,$0.00,$0.00,$0.00,$0.00,$25.00,12/10/2018,1,$27.50,12/10/2019,2019,$110.00
0031Y00004wbdlsQAA,$419.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$419.12,11/15/2017,0,$419.12,11/15/2017,2017,$419.12
0031Y000054JA3KQAW,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,12/25/2017,0,$500.00,12/25/2017,2017,$500.00
0031Y000054GwK8QAK,$0.00,$10.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,2/13/2018,0,$10.00,2/13/2018,2018,$10.00
0031Y00004wbfSaQAI,$13.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.50,11/15/2017,0,$12.50,11/15/2017,2017,$12.50
0031Y00005WUdrKQAT,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/11/2018,0,$100.00,12/11/2018,2018,$100.00
0031Y00005wxqlGQAQ,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/24/2019,0,$100.00,12/24/2019,2019,$100.00
0031Y00005WUjEjQAL,$0.00,$50.00,$50.00,$0.00,$0.00,$0.00,$0.00,$25.00,12/12/2018,1,$25.00,3/12/2019,2018,$50.00
0031Y00005WVeZTQA1,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,12/29/2018,0,$25.00,12/29/2018,2018,$25.00
0031Y00005mggTJQAY,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$1.00,6/24/2019,0,$1.00,6/24/2019,2019,$1.00
0031Y000054JA4HQAW,"$1,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,2/15/2017,0,$200.00,1/30/2018,2017,"$1,150.00"
0031Y00005mghr9QAA,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,7/17/2019,0,$100.00,7/17/2019,2019,$100.00
0031Y00005WVelBQAT,$0.00,$200.00,"$1,000.00","$1,000.00",$0.00,$400.00,$0.00,$50.00,12/29/2018,0,$400.00,12/29/2022,2019,"$1,000.00"
0031Y000054H3JoQAK,$12.00,$20.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.30,6/21/2017,0,$20.01,2/15/2018,2018,$20.01
0031Y000062INR2QAO,$0.00,$0.00,$0.00,$450.00,$0.00,$0.00,$0.00,$50.00,3/6/2020,1,$50.00,11/6/2020,2020,$450.00
0031Y00005wyDUMQA2,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$0.00,$2.00,12/24/2019,0,$2.00,12/24/2019,2019,$2.00
0031Y000054H3QQQA0,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,2/15/2018,0,$25.00,2/15/2018,2018,$50.00
0031Y00005WVemsQAD,$0.00,$100.00,$0.00,$0.00,$100.00,$0.00,$100.00,$100.00,12/29/2018,0,$100.00,11/22/2023,2018,$100.00
0031Y00005wyDWYQA2,$0.00,$0.00,"$5,037.00",$0.00,"$9,974.25",$0.00,$0.00,"$5,037.08",12/26/2019,0,"$9,974.25",12/17/2021,2021,"$9,974.25"
0031Y00004wbia6QAA,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,11/16/2017,0,$25.00,11/16/2017,2017,$25.00
0031Y000054H69nQAC,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,2/16/2018,0,$1.00,2/16/2018,2018,$1.00
0031Y000062IPz6QAG,$0.00,$0.00,"$4,855.00","$14,565.00",$0.00,$0.00,$0.00,"$4,855.00",1/7/2020,0,"$14,565.00",12/4/2020,2020,"$14,565.00"
0031Y00005WVf4QQAT,$0.00,$110.00,$385.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/29/2018,1,$5.00,8/28/2019,2019,$385.00
0031Y00005WUm9rQAD,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/12/2018,0,$50.00,12/12/2018,2018,$50.00
0031Y000062IQ1sQAG,$0.00,$0.00,"$2,760.00",$0.00,$0.00,$0.00,$0.00,"$1,380.00",1/10/2020,0,"$1,380.00",1/10/2020,2019,"$2,760.00"
0031Y00004wbjTUQAY,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,11/16/2017,0,$100.00,11/16/2017,2017,$100.00
0031Y000062IQBXQA4,$0.00,$0.00,$24.00,$0.00,$0.00,$0.00,$0.00,$24.28,1/1/2020,0,$24.28,1/1/2020,2019,$24.28
0031Y000054H7DKQA0,$0.00,$650.00,$666.00,$600.00,$700.00,$700.00,$0.00,$25.00,2/17/2018,0,$100.00,8/28/2022,2021,$700.00
0031Y00005WVfErQAL,$0.00,"$3,858.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,858.32",12/29/2018,0,"$3,858.32",12/29/2018,2018,"$3,858.32"
0031Y00005WUo4IQAT,$0.00,$500.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,12/13/2018,0,$500.00,12/13/2018,2018,$500.00
0031Y000054JcDqQAK,$115.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.88,11/14/2017,0,$28.04,11/14/2017,2017,$114.96
0031Y000062ISJ8QAO,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,3/6/2020,0,$100.00,3/6/2020,2020,$100.00
0031Y00005wyZ0nQAE,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$200.00,12/24/2019,0,$200.00,12/24/2019,2019,$200.00
0031Y000054JcE3QAK,$53.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.06,11/15/2017,0,$13.35,11/15/2017,2017,$53.41
0031Y000054H7dnQAC,$0.00,$141.00,$0.00,$0.00,$0.00,$0.00,$0.00,$141.29,2/18/2018,0,$141.29,2/18/2018,2018,$141.29
0031Y000062IUBaQAO,$0.00,$0.00,$0.00,$605.00,$605.00,$160.00,$0.00,$55.00,3/7/2020,1,$50.00,4/19/2022,2020,$605.00
0031Y000062IUqnQAG,$0.00,$0.00,$0.00,$90.00,$0.00,$0.00,$0.00,$30.00,3/7/2020,1,$30.00,5/7/2020,2020,$90.00
0031Y00005x2HVSQA2,$0.00,$0.00,$45.00,$0.00,$0.00,$0.00,$23.25,$15.00,12/25/2019,0,$4.65,1/17/2024,2019,$45.00
0031Y000062IWGHQA4,$0.00,$0.00,$0.00,$503.00,$0.00,$0.00,$0.00,$15.00,3/8/2020,1,$140.00,10/6/2020,2020,$503.00
0031Y00005mhAN8QAM,$0.00,$0.00,$55.00,$0.00,$0.00,$0.00,$0.00,$50.00,7/26/2019,0,$5.00,7/26/2019,2019,$55.00
0031Y000054JcEhQAK,$815.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.02,11/22/2017,0,$11.02,11/22/2017,2017,$814.51
0031Y00005x3e8FQAQ,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/25/2019,0,$50.00,12/25/2019,2019,$50.00
0031Y000054HAyDQAW,$0.00,$600.00,"$1,200.00",$600.00,$0.00,$900.00,"$1,800.00",$80.00,2/20/2018,0,$150.00,4/17/2024,2023,"$1,800.00"
0031Y00005x4ALkQAM,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/25/2019,0,$100.00,12/25/2019,2019,$100.00
0031Y00005WUtVaQAL,$0.00,$5.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,12/14/2018,0,$5.00,12/14/2018,2018,$5.00
0031Y00005mhDoNQAU,$0.00,$0.00,$2.00,$0.00,$0.00,$0.00,$0.00,$2.00,7/28/2019,0,$2.00,7/28/2019,2019,$2.00
0031Y000054HIBdQAO,$0.00,$14.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.95,2/21/2018,0,$13.95,2/21/2018,2018,$13.95
0031Y00005WVgodQAD,$0.00,$32.00,$0.00,$0.00,$0.00,$0.00,$0.00,$32.22,12/30/2018,0,$32.22,12/30/2018,2018,$32.22
0031Y00005WVgqLQAT,$0.00,$220.00,$0.00,$0.00,"$3,000.00",$0.00,"$2,800.00",$40.00,12/30/2018,0,"$2,800.00",12/31/2023,2021,"$3,000.00"
0031Y00005x548bQAA,$0.00,$0.00,$150.00,$0.00,$0.00,$0.00,$0.00,$150.00,12/25/2019,0,$150.00,12/25/2019,2019,$150.00
0031Y000054JcFdQAK,$24.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7.93,11/28/2017,0,$7.93,11/28/2017,2017,$24.03
0031Y00005WVgs3QAD,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/30/2018,0,$100.00,12/30/2018,2018,$100.00
0031Y00005WVgsbQAD,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,600.00",$0.00,$100.00,2/2/2022,0,"$1,500.00",10/23/2022,2022,"$1,600.00"
0031Y000054JA7QQAW,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,12/29/2017,0,$250.00,12/29/2017,2017,$250.00
0031Y000054JcFtQAK,"$1,019.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$509.53,11/29/2017,0,$509.53,11/29/2017,2017,"$1,019.06"
0031Y00005x5BIIQA2,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$150.00,$100.00,12/25/2019,0,$75.00,12/13/2023,2023,$150.00
0031Y000054HKJ4QAO,$0.00,$6.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.99,2/22/2018,0,$5.99,2/22/2018,2018,$5.99
0031Y000054JA7bQAG,$963.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,2/10/2017,0,$90.00,1/1/2018,2017,$963.00
0031Y000054JcG6QAK,$36.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.34,12/1/2017,0,$3.34,12/1/2017,2017,$36.20
0031Y00005WUw9NQAT,$0.00,$33.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.00,12/15/2018,0,$3.00,12/15/2018,2018,$33.00
0031Y00005WVh3uQAD,$0.00,$501.00,$0.00,$0.00,$0.00,$0.00,$0.00,$501.00,12/30/2018,0,$501.00,12/30/2018,2018,$501.00
0031Y00005mhSeUQAU,$0.00,$0.00,$90.00,$30.00,$0.00,$0.00,$0.00,$15.00,8/1/2019,1,$15.00,3/1/2020,2019,$90.00
0031Y00004wbsx8QAA,$50.00,$500.00,"$1,000.00",$600.00,$800.00,$0.00,$0.00,$50.00,11/19/2017,0,$500.00,11/5/2021,2019,"$1,000.00"
0031Y00005WUwjaQAD,$0.00,$15.00,$0.00,$27.50,$0.00,$0.00,$0.00,$15.00,12/15/2018,0,$27.50,3/30/2020,2020,$27.50
0031Y000062J7yYQAS,$0.00,$0.00,$0.00,"$2,200.00",$0.00,$0.00,$0.00,$550.00,3/14/2020,1,$550.00,6/14/2020,2020,"$2,200.00"
0031Y000062J8H6QAK,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$25.00,12/9/2020,0,$25.00,12/9/2020,2020,$25.00
0031Y000062J8UzQAK,$0.00,$0.00,$0.00,$124.00,$0.00,$0.00,$250.00,$31.00,3/15/2020,1,$250.00,12/22/2023,2023,$250.00
0031Y000054JA8OQAW,$300.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,2/22/2017,0,$200.00,1/1/2018,2017,$300.00
0031Y00005WVhORQA1,$0.00,$500.00,"$1,000.00","$1,000.00","$1,000.00","$1,000.00",$500.00,$500.00,12/31/2018,0,$500.00,2/2/2024,2019,"$1,000.00"
0031Y00005WUxCQQA1,$0.00,$100.00,$950.00,"$1,200.00","$1,200.00","$1,200.00",$200.00,$50.00,12/16/2018,1,$100.00,3/29/2023,2020,"$1,200.00"
0031Y00005mhYnpQAE,$0.00,$0.00,"$1,500.00","$1,500.00",$0.00,$0.00,$0.00,"$1,500.00",8/4/2019,0,"$1,500.00",5/31/2020,2019,"$1,500.00"
0031Y000062JFmZQAW,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,2/2/2020,0,$20.00,2/2/2020,2020,$20.00
0031Y00005mhYr4QAE,$0.00,$0.00,$923.00,$0.00,$0.00,$0.00,$286.00,$200.00,8/4/2019,0,$31.00,5/22/2023,2019,$923.00
0031Y000062JFmqQAG,$0.00,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$50.00,2/5/2020,0,$50.00,2/5/2020,2020,$50.00
0031Y00005WVhfhQAD,$0.00,"$4,510.00","$6,600.00","$7,700.00","$3,000.00",$0.00,"$4,500.00","$2,050.00",12/31/2018,0,"$4,500.00",12/26/2023,2020,"$7,700.00"
0031Y000062JFnPQAW,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,$20.00,2/7/2020,0,$20.00,2/7/2020,2020,$20.00
0031Y000054JA91QAG,$350.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$350.00,3/12/2017,0,$350.00,3/12/2017,2017,$350.00
0031Y000054JcHrQAK,$11.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.67,12/14/2017,0,$2.67,12/14/2017,2017,$10.68
0031Y00005xBN04QAG,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$0.00,$1.45,12/26/2019,0,$1.45,12/26/2019,2019,$1.45
0031Y000054JcHvQAK,$120.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.00,12/15/2017,0,$40.00,12/15/2017,2017,$120.00
0031Y000054JA9VQAW,$120.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$120.00,3/23/2017,0,$120.00,3/23/2017,2017,$120.00
0031Y000054HQgdQAG,$351.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$351.08,5/27/2017,0,$351.08,5/27/2017,2017,$351.08
0031Y000054JcI7QAK,"$9,992.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,297.20",12/17/2017,0,"$3,397.11",12/17/2017,2017,"$9,991.51"
0031Y000054JA9lQAG,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,4/7/2017,0,$100.00,4/7/2017,2017,$100.00
0031Y00005WUz3jQAD,$0.00,"$1,500.00","$1,500.00",$0.00,$0.00,$0.00,$0.00,"$1,500.00",12/20/2018,0,"$1,500.00",12/17/2019,2018,"$1,500.00"
0031Y000054HQhdQAG,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$389.80,1/31/2017,0,$389.80,1/31/2017,2016,$389.80
0031Y000054JcJOQA0,"$4,005.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,025.00",12/24/2017,0,"$1,980.00",12/24/2017,2017,"$4,005.00"
0031Y000054JcJQQA0,$224.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$83.62,12/25/2017,0,$23.41,12/25/2017,2017,$224.08
0031Y00005WVik0QAD,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/31/2018,0,$100.00,12/31/2018,2018,$100.00
0031Y000054JAAvQAO,$47.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.54,6/4/2017,0,$46.54,6/4/2017,2017,$46.54
0031Y00005WV2G0QAL,$0.00,$40.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,12/18/2018,0,$40.00,12/18/2018,2018,$40.00
0031Y000062LCylQAG,$0.00,$0.00,$0.00,$6.16,$33.00,$20.00,$36.00,$6.16,3/26/2020,0,$25.75,3/6/2024,2023,$36.00
0031Y00005jlvONQAY,$0.00,$0.00,"$1,870.00",$0.00,$0.00,$0.00,$0.00,$934.85,6/24/2019,0,$934.85,6/24/2019,2019,"$1,869.70"
0031Y00005WViwhQAD,$0.00,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,12/31/2018,0,$250.00,12/31/2018,2018,$250.00
0031Y000054JcKGQA0,$197.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.40,12/29/2017,0,$22.40,12/29/2017,2017,$197.32
0031Y00005WV3S3QAL,$0.00,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00",12/6/2018,0,"$1,500.00",12/6/2018,2018,"$1,500.00"
0031Y000062LVjrQAG,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$100.00,3/25/2020,0,$100.00,3/25/2020,2020,$100.00
0031Y00005xMMu1QAG,$0.00,$0.00,"$1,000.00","$1,000.00",$0.00,$0.00,$0.00,"$1,000.00",12/27/2019,0,"$1,000.00",12/31/2020,2019,"$1,000.00"
0031Y000063QyfEQAS,$0.00,$0.00,$0.00,$1.00,$0.00,$0.00,$0.00,$1.00,3/26/2020,0,$1.00,3/26/2020,2020,$1.00
0031Y00005xSoJVQA0,$0.00,$0.00,"$7,000.00",$0.00,$0.00,$0.00,$0.00,"$7,000.00",12/30/2019,0,"$7,000.00",12/30/2019,2019,"$7,000.00"
0031Y00005WV6hoQAD,$0.00,$5.00,$10.00,$15.00,$62.00,$35.15,$33.87,$5.00,12/19/2018,0,$2.54,4/8/2024,2021,$62.00
0031Y00005jm3XSQAY,$0.00,$0.00,$700.00,$0.00,$0.00,$0.00,$0.00,$700.00,6/29/2019,0,$700.00,6/29/2019,2019,$700.00
0031Y00005WVjBKQA1,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/31/2018,0,$100.00,12/31/2018,2018,$100.00
0031Y000054JcLcQAK,$14.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.52,1/9/2018,0,$13.52,1/9/2018,2017,$13.52
0031Y00005xUqQeQAK,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$100.00,12/28/2019,0,$100.00,12/28/2019,2019,$100.00
0031Y000054JcLfQAK,$338.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$337.97,1/9/2018,0,$337.97,1/9/2018,2017,$337.97
0031Y000054JADSQA4,$50.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,12/25/2017,0,$50.00,12/25/2017,2017,$50.00
